StudentID,Level,Program,Country,Gender,IntakeYear,Status
STU000952,Diploma,Chemistry,India,Male,2022,Graduated
STU000953,Bachelor,Arts,Singapore,Male,2022,Active
STU000954,Diploma,Engineering,Indonesia,Female,2021,Graduated
STU000955,Foundation,Physics,Indonesia,Male,2024,Active
STU000956,Diploma,Mathematics,Singapore,Male,2020,Graduated
STU000957,Master,Business Administration,South Korea,Male,2022,Active
STU000958,Foundation,Chemistry,Vietnam,Female,2020,Deferred
STU000959,Foundation,Business Administration,South Korea,Female,2020,Graduated
STU000960,Bachelor,Computer Science,Japan,Female,2022,Graduated
STU000961,Foundation,Psychology,Canada,Male,2024,Graduated
STU000962,Master,Engineering,Singapore,Male,2019,Active
STU000963,Foundation,Law,Singapore,Female,2024,Graduated
STU000964,Foundation,Economics,United Kingdom,Female,2022,Deferred
STU000965,Diploma,Law,Singapore,Female,2023,Graduated
STU000966,Bachelor,Engineering,Vietnam,Female,2022,Graduated
STU000967,Diploma,Physics,Vietnam,Male,2022,Graduated
STU000968,PhD,Economics,Japan,Female,2024,Active
STU000969,PhD,Computer Science,Singapore,Female,2024,Deferred
STU000970,Foundation,Computer Science,China,Male,2024,Deferred
STU000971,Bachelor,Business Administration,United Kingdom,Female,2019,Graduated
STU000972,PhD,Biology,United States,Female,2024,Active
STU000973,PhD,Physics,Indonesia,Male,2023,Deferred
STU000974,PhD,Psychology,Canada,Male,2023,Active
STU000975,Master,Law,United States,Male,2023,Active
STU000976,Foundation,Computer Science,Japan,Male,2021,Active
STU000977,Master,Computer Science,Philippines,Male,2020,Graduated
STU000978,Diploma,Computer Science,Singapore,Male,2019,Deferred
STU000979,Bachelor,Engineering,Canada,Male,2021,Active
STU000980,Bachelor,Computer Science,Indonesia,Male,2021,Graduated
STU000981,Master,Economics,Thailand,Male,2020,Active
STU000982,Foundation,Physics,Thailand,Female,2024,Graduated
STU000983,Foundation,Psychology,Indonesia,Female,2020,Deferred
STU000984,Diploma,Mathematics,United Kingdom,Female,2024,Active
STU000985,Master,Arts,China,Female,2021,Deferred
STU000986,Master,Economics,United Kingdom,Female,2021,Active
STU000987,Diploma,Physics,Vietnam,Female,2020,Deferred
STU000988,Master,Economics,Japan,Female,2019,Deferred
STU000989,Diploma,Chemistry,United States,Male,2024,Deferred
STU000990,Foundation,Arts,Japan,Male,2022,Deferred
STU000991,Master,Business Administration,China,Female,2021,Active
STU000992,PhD,Engineering,Philippines,Female,2022,Deferred
STU000993,Foundation,Biology,South Korea,Female,2022,Active
STU000994,PhD,Engineering,Indonesia,Female,2020,Graduated
STU000995,Foundation,Medicine,Canada,Male,2021,Deferred
STU000996,PhD,Chemistry,India,Female,2021,Active
STU000997,Master,Economics,Canada,Male,2021,Active
STU000998,Foundation,Medicine,Japan,Female,2023,Graduated
STU000999,Foundation,Arts,Japan,Female,2019,Graduated
STU001000,Diploma,Engineering,United Kingdom,Female,2019,Active
STU001001,Diploma,Economics,India,Male,2022,Graduated
STU001002,Bachelor,Arts,Canada,Male,2020,Deferred
STU001003,Bachelor,Mathematics,Australia,Male,2024,Graduated
STU001004,Diploma,Computer Science,Malaysia,Male,2020,Graduated
STU001005,Master,Economics,Japan,Female,2022,Deferred
STU001006,Bachelor,Computer Science,Japan,Female,2020,Active
STU001007,Diploma,Psychology,India,Female,2019,Graduated
STU001008,Bachelor,Arts,Indonesia,Male,2019,Active
STU001009,PhD,Arts,Singapore,Male,2022,Deferred
STU001010,Diploma,Engineering,Vietnam,Male,2019,Deferred
STU001011,Master,Arts,Vietnam,Male,2021,Graduated
STU001012,Master,Chemistry,India,Male,2021,Active
STU001013,Master,Business Administration,United States,Female,2023,Active
STU001014,Diploma,Computer Science,Vietnam,Male,2021,Graduated
STU001015,Foundation,Economics,India,Male,2020,Graduated
STU001016,Master,Physics,Singapore,Female,2019,Graduated
STU001017,Foundation,Arts,China,Male,2022,Active
STU001018,Bachelor,Mathematics,Japan,Female,2024,Deferred
STU001019,Diploma,Law,Vietnam,Male,2022,Deferred
STU001020,Bachelor,Biology,South Korea,Male,2024,Graduated
STU001021,Master,Economics,Vietnam,Female,2020,Active
STU001022,Bachelor,Mathematics,South Korea,Female,2024,Active
STU001023,Foundation,Arts,Thailand,Female,2019,Active
STU001024,Bachelor,Psychology,Philippines,Male,2023,Deferred
STU001025,Bachelor,Psychology,India,Male,2019,Active
STU001026,Diploma,Economics,China,Male,2021,Graduated
STU001027,Master,Medicine,Australia,Female,2021,Deferred
STU001028,PhD,Physics,Indonesia,Male,2024,Deferred
STU001029,Foundation,Engineering,United States,Male,2021,Graduated
STU001030,Foundation,Physics,Australia,Male,2021,Deferred
STU001031,Diploma,Medicine,United Kingdom,Female,2023,Active
STU001032,Foundation,Arts,Australia,Male,2023,Graduated
STU001033,Diploma,Medicine,Singapore,Female,2022,Graduated
STU001034,Master,Biology,Thailand,Male,2023,Graduated
STU001035,Bachelor,Physics,Japan,Female,2019,Deferred
STU001036,PhD,Physics,Malaysia,Male,2024,Active
STU001037,PhD,Biology,Indonesia,Male,2023,Deferred
STU001038,Foundation,Chemistry,Thailand,Male,2022,Graduated
STU001039,PhD,Medicine,Thailand,Female,2022,Graduated
STU001040,PhD,Engineering,Indonesia,Female,2019,Deferred
STU001041,Master,Physics,United Kingdom,Male,2020,Graduated
STU001042,Bachelor,Biology,Thailand,Male,2023,Active
STU001043,Master,Engineering,Canada,Male,2022,Active
STU001044,Master,Chemistry,South Korea,Male,2019,Active
STU001045,Foundation,Mathematics,Canada,Male,2020,Active
STU001046,Bachelor,Economics,Canada,Female,2020,Active
STU001047,Diploma,Physics,India,Male,2024,Active
STU001048,PhD,Psychology,Singapore,Male,2023,Graduated
STU001049,Master,Engineering,Vietnam,Female,2020,Graduated
STU001050,Master,Law,Malaysia,Male,2022,Graduated
STU001051,Master,Law,South Korea,Male,2023,Deferred
STU001052,Diploma,Computer Science,Thailand,Male,2023,Active
STU001053,Master,Mathematics,Singapore,Male,2023,Graduated
STU001054,Foundation,Computer Science,India,Female,2023,Deferred
STU001055,Bachelor,Engineering,South Korea,Male,2019,Active
STU001056,PhD,Psychology,Japan,Female,2019,Active
STU001057,PhD,Arts,United States,Female,2022,Deferred
STU001058,Foundation,Economics,Canada,Male,2023,Graduated
STU001059,PhD,Biology,Thailand,Female,2022,Graduated
STU001060,Foundation,Chemistry,United States,Female,2024,Deferred
STU001061,Bachelor,Business Administration,Vietnam,Female,2024,Active
STU001062,Diploma,Economics,Malaysia,Female,2020,Graduated
STU001063,Diploma,Economics,Malaysia,Female,2020,Graduated
STU001064,Foundation,Physics,United States,Male,2023,Deferred
STU001065,PhD,Biology,Japan,Female,2023,Active
STU001066,Diploma,Business Administration,Malaysia,Female,2022,Deferred
STU001067,Foundation,Arts,United Kingdom,Male,2024,Active
STU001068,Foundation,Economics,United Kingdom,Female,2022,Deferred
STU001069,Master,Computer Science,United Kingdom,Male,2024,Graduated
STU001070,Foundation,Arts,Vietnam,Male,2021,Active
STU001071,Foundation,Arts,Thailand,Female,2021,Active
STU001072,Master,Physics,Japan,Male,2021,Active
STU001073,Bachelor,Medicine,India,Male,2021,Active
STU001074,PhD,Psychology,India,Male,2024,Graduated
STU001075,Diploma,Arts,Malaysia,Male,2019,Graduated
STU001076,Diploma,Mathematics,Malaysia,Female,2020,Active
STU001077,Diploma,Law,Philippines,Male,2021,Graduated
STU001078,Diploma,Mathematics,China,Female,2019,Active
STU001079,PhD,Psychology,Vietnam,Female,2019,Active
STU001080,Foundation,Computer Science,Malaysia,Female,2024,Active
STU001081,Foundation,Economics,Canada,Male,2024,Active
STU001082,Foundation,Economics,South Korea,Female,2021,Active
STU001083,Diploma,Law,Canada,Male,2019,Active
STU001084,Diploma,Law,Vietnam,Male,2020,Active
STU001085,Bachelor,Biology,India,Male,2023,Deferred
STU001086,Diploma,Economics,China,Male,2019,Active
STU001087,Bachelor,Business Administration,China,Male,2022,Graduated
STU001088,PhD,Physics,South Korea,Female,2022,Deferred
STU001089,Master,Engineering,United Kingdom,Female,2023,Active
STU001090,Bachelor,Arts,Philippines,Female,2019,Active
STU001091,Foundation,Physics,Thailand,Female,2024,Graduated
STU001092,PhD,Business Administration,United Kingdom,Female,2024,Active
STU001093,Master,Physics,United States,Male,2020,Graduated
STU001094,Bachelor,Economics,India,Male,2020,Deferred
STU001095,Diploma,Business Administration,United Kingdom,Female,2020,Graduated
STU001096,Diploma,Physics,Singapore,Female,2020,Graduated
STU001097,Diploma,Biology,India,Male,2024,Graduated
STU001098,Foundation,Computer Science,Canada,Female,2019,Deferred
STU001099,Diploma,Physics,India,Male,2022,Active
STU001100,Foundation,Arts,Singapore,Male,2020,Graduated
STU001101,Bachelor,Law,Philippines,Female,2019,Graduated
STU001102,Master,Medicine,United States,Female,2024,Deferred
STU001103,Bachelor,Psychology,Australia,Female,2024,Deferred
STU001104,Master,Business Administration,Japan,Female,2021,Active
STU001105,Diploma,Law,Philippines,Female,2023,Active
STU001106,Master,Medicine,Vietnam,Female,2019,Graduated
STU001107,Foundation,Business Administration,Indonesia,Male,2020,Deferred
STU001108,Foundation,Medicine,Philippines,Female,2019,Active
STU001109,Master,Engineering,United Kingdom,Female,2020,Deferred
STU001110,Diploma,Mathematics,United States,Male,2020,Deferred
STU001111,Diploma,Mathematics,China,Male,2020,Graduated
STU001112,Diploma,Law,Australia,Male,2020,Graduated
STU001113,PhD,Mathematics,South Korea,Female,2023,Graduated
STU001114,Foundation,Arts,Singapore,Female,2023,Graduated
STU001115,Bachelor,Economics,Singapore,Male,2021,Graduated
STU001116,Foundation,Law,South Korea,Female,2023,Graduated
STU001117,Bachelor,Computer Science,United Kingdom,Female,2019,Active
STU001118,Diploma,Chemistry,Vietnam,Female,2023,Deferred
STU001119,Bachelor,Engineering,Vietnam,Male,2020,Deferred
STU001120,PhD,Computer Science,United States,Male,2022,Graduated
STU001121,Bachelor,Law,Australia,Male,2022,Deferred
STU001122,Foundation,Economics,Vietnam,Male,2019,Deferred
STU001123,Diploma,Biology,India,Female,2019,Deferred
STU001124,PhD,Medicine,India,Male,2023,Graduated
STU001125,Foundation,Biology,Japan,Female,2023,Active
STU001126,Bachelor,Arts,Indonesia,Male,2021,Active
STU001127,Diploma,Biology,India,Male,2024,Graduated
STU001128,PhD,Business Administration,Indonesia,Male,2020,Active
STU001129,Master,Law,Indonesia,Female,2022,Active
STU001130,Foundation,Economics,United States,Male,2023,Deferred
STU001131,Diploma,Mathematics,China,Female,2024,Deferred
STU001132,Bachelor,Medicine,United Kingdom,Female,2021,Deferred
STU001133,Bachelor,Computer Science,Philippines,Male,2023,Graduated
STU001134,Diploma,Economics,India,Male,2019,Graduated
STU001135,Bachelor,Psychology,South Korea,Female,2020,Deferred
STU001136,Diploma,Mathematics,United Kingdom,Female,2021,Deferred
STU001137,PhD,Biology,United Kingdom,Male,2021,Deferred
STU001138,Master,Arts,United States,Male,2020,Deferred
STU001139,Foundation,Arts,South Korea,Female,2023,Deferred
STU001140,Diploma,Computer Science,Vietnam,Female,2022,Graduated
STU001141,Diploma,Computer Science,United States,Male,2021,Graduated
STU001142,Master,Mathematics,China,Male,2023,Active
STU001143,Foundation,Business Administration,China,Male,2019,Graduated
STU001144,Bachelor,Law,Singapore,Female,2023,Active
STU001145,Bachelor,Biology,Canada,Female,2022,Active
STU001146,Master,Business Administration,South Korea,Male,2021,Graduated
STU001147,Bachelor,Biology,Singapore,Male,2021,Active
STU001148,Diploma,Arts,Philippines,Male,2022,Graduated
STU001149,PhD,Computer Science,Japan,Female,2023,Deferred
STU001150,Foundation,Engineering,Philippines,Male,2019,Deferred
STU001151,Master,Computer Science,Vietnam,Male,2022,Graduated
STU001152,Master,Physics,India,Male,2020,Graduated
STU001153,Foundation,Physics,Thailand,Female,2022,Graduated
STU001154,Foundation,Chemistry,India,Female,2022,Deferred
STU001155,Bachelor,Arts,China,Female,2021,Deferred
STU001156,PhD,Medicine,India,Male,2024,Deferred
STU001157,Bachelor,Mathematics,South Korea,Male,2024,Active
STU001158,PhD,Mathematics,India,Male,2023,Graduated
STU001159,Diploma,Arts,United Kingdom,Male,2021,Active
STU001160,Diploma,Biology,South Korea,Male,2020,Deferred
STU001161,Master,Medicine,United Kingdom,Male,2024,Deferred
STU001162,Master,Computer Science,Malaysia,Male,2019,Graduated
STU001163,Foundation,Business Administration,United States,Male,2021,Deferred
STU001164,PhD,Medicine,Singapore,Female,2021,Active
STU001165,Master,Psychology,India,Male,2024,Graduated
STU001166,Bachelor,Chemistry,Indonesia,Female,2022,Deferred
STU001167,PhD,Law,Canada,Female,2022,Active
STU001168,Master,Chemistry,United States,Male,2020,Graduated
STU001169,Bachelor,Computer Science,Japan,Male,2024,Graduated
STU001170,Master,Mathematics,United States,Female,2021,Active
STU001171,Master,Business Administration,Malaysia,Female,2022,Graduated
STU001172,Diploma,Engineering,United Kingdom,Male,2019,Deferred
STU001173,Bachelor,Biology,South Korea,Female,2021,Deferred
STU001174,Master,Arts,China,Female,2024,Deferred
STU001175,Bachelor,Biology,Australia,Female,2020,Graduated
STU001176,Foundation,Engineering,Canada,Female,2023,Active
STU001177,PhD,Mathematics,Philippines,Male,2020,Graduated
STU001178,Bachelor,Physics,South Korea,Male,2023,Deferred
STU001179,Master,Business Administration,Japan,Male,2023,Active
STU001180,Diploma,Computer Science,Canada,Female,2024,Graduated
STU001181,Master,Medicine,Australia,Female,2024,Graduated
STU001182,Diploma,Psychology,Vietnam,Male,2021,Graduated
STU001183,Diploma,Law,United Kingdom,Female,2022,Active
STU001184,Diploma,Arts,Philippines,Female,2024,Active
STU001185,Bachelor,Arts,Philippines,Female,2022,Active
STU001186,PhD,Law,United States,Male,2019,Graduated
STU001187,Diploma,Engineering,South Korea,Male,2023,Active
STU001188,Diploma,Engineering,Malaysia,Male,2020,Active
STU001189,Diploma,Arts,United Kingdom,Female,2019,Deferred
STU001190,Foundation,Engineering,Singapore,Female,2023,Graduated
STU001191,PhD,Arts,South Korea,Male,2023,Graduated
STU001192,Master,Law,Canada,Female,2019,Active
STU001193,Diploma,Physics,United States,Male,2021,Active
STU001194,Master,Computer Science,Indonesia,Female,2019,Active
STU001195,PhD,Chemistry,Australia,Male,2019,Graduated
STU001196,Foundation,Mathematics,India,Female,2022,Graduated
STU001197,Master,Arts,United States,Female,2024,Active
STU001198,PhD,Psychology,United States,Male,2021,Graduated
STU001199,Master,Chemistry,South Korea,Male,2019,Active
STU001200,Foundation,Physics,Thailand,Female,2024,Deferred
STU001201,Master,Chemistry,Indonesia,Male,2020,Graduated
STU001202,Foundation,Chemistry,United States,Female,2023,Deferred
STU001203,Master,Mathematics,Canada,Female,2021,Active
STU001204,Master,Biology,Singapore,Female,2019,Graduated
STU001205,PhD,Business Administration,Australia,Male,2020,Graduated
STU001206,Diploma,Medicine,Japan,Female,2019,Active
STU001207,PhD,Law,Indonesia,Male,2020,Active
STU001208,Foundation,Business Administration,Australia,Female,2023,Active
STU001209,Diploma,Law,Japan,Female,2019,Deferred
STU001210,Diploma,Chemistry,Australia,Female,2020,Deferred
STU001211,Master,Law,Indonesia,Male,2022,Deferred
STU001212,Foundation,Mathematics,Canada,Female,2021,Deferred
STU001213,Diploma,Physics,United States,Male,2021,Graduated
STU001214,Foundation,Engineering,India,Male,2021,Active
STU001215,Foundation,Law,United Kingdom,Male,2023,Active
STU001216,Bachelor,Engineering,Australia,Female,2020,Deferred
STU001217,Diploma,Chemistry,Thailand,Male,2021,Active
STU001218,Foundation,Business Administration,South Korea,Female,2023,Deferred
STU001219,Bachelor,Computer Science,Singapore,Female,2019,Active
STU001220,Foundation,Computer Science,Vietnam,Male,2023,Deferred
STU001221,PhD,Medicine,Japan,Female,2020,Graduated
STU001222,Diploma,Arts,Canada,Female,2020,Graduated
STU001223,Diploma,Mathematics,Canada,Male,2023,Active
STU001224,Foundation,Arts,Philippines,Male,2021,Graduated
STU001225,Master,Physics,United Kingdom,Male,2019,Active
STU001226,Foundation,Economics,China,Male,2020,Graduated
STU001227,Diploma,Medicine,Thailand,Male,2020,Graduated
STU001228,PhD,Biology,Malaysia,Female,2019,Active
STU001229,Diploma,Biology,Malaysia,Male,2019,Graduated
STU001230,Bachelor,Arts,Thailand,Male,2019,Deferred
STU001231,PhD,Arts,Singapore,Male,2019,Active
STU001232,Foundation,Physics,India,Male,2023,Deferred
STU001233,Diploma,Law,Malaysia,Female,2024,Deferred
STU001234,Diploma,Mathematics,Japan,Male,2024,Active
STU001235,Diploma,Mathematics,United States,Female,2023,Graduated
STU001236,Diploma,Computer Science,China,Male,2019,Deferred
STU001237,Bachelor,Law,Malaysia,Female,2024,Active
STU001238,Bachelor,Chemistry,South Korea,Female,2024,Active
STU001239,PhD,Computer Science,Indonesia,Female,2023,Deferred
STU001240,PhD,Economics,Thailand,Female,2021,Active
STU001241,Bachelor,Physics,Malaysia,Male,2019,Graduated
STU001242,Foundation,Business Administration,Indonesia,Female,2024,Deferred
STU001243,Diploma,Economics,India,Female,2024,Active
STU001244,Diploma,Psychology,Vietnam,Female,2023,Deferred
STU001245,Bachelor,Arts,United Kingdom,Male,2023,Deferred
STU001246,Diploma,Computer Science,Australia,Male,2023,Deferred
STU001247,Foundation,Biology,United Kingdom,Male,2019,Active
STU001248,Diploma,Mathematics,Vietnam,Female,2021,Active
STU001249,Master,Mathematics,South Korea,Male,2021,Deferred
STU001250,PhD,Business Administration,Indonesia,Male,2023,Graduated
STU001251,PhD,Business Administration,Canada,Male,2020,Active
STU001252,PhD,Chemistry,Philippines,Female,2020,Active
STU001253,PhD,Law,Japan,Female,2023,Graduated
STU001254,PhD,Mathematics,Singapore,Female,2022,Deferred
STU001255,PhD,Physics,Thailand,Male,2024,Deferred
STU001256,PhD,Mathematics,Vietnam,Male,2022,Active
STU001257,Foundation,Physics,Singapore,Female,2021,Active
STU001258,Master,Mathematics,India,Male,2021,Active
STU001259,Bachelor,Chemistry,Japan,Female,2020,Active
STU001260,Diploma,Arts,India,Female,2020,Active
STU001261,Foundation,Biology,Singapore,Female,2023,Deferred
STU001262,Bachelor,Mathematics,Canada,Male,2019,Graduated
STU001263,Bachelor,Chemistry,South Korea,Male,2020,Active
STU001264,PhD,Arts,United Kingdom,Female,2020,Graduated
STU001265,Foundation,Economics,Canada,Female,2024,Deferred
STU001266,Master,Law,Singapore,Female,2021,Graduated
STU001267,Diploma,Computer Science,Vietnam,Male,2022,Deferred
STU001268,PhD,Law,Philippines,Male,2024,Deferred
STU001269,PhD,Psychology,Vietnam,Female,2022,Deferred
STU001270,PhD,Arts,Japan,Female,2019,Active
STU001271,Bachelor,Physics,South Korea,Male,2019,Graduated
STU001272,PhD,Engineering,China,Male,2019,Active
STU001273,Foundation,Medicine,India,Female,2021,Graduated
STU001274,Bachelor,Arts,Malaysia,Male,2023,Deferred
STU001275,Foundation,Business Administration,Japan,Female,2023,Deferred
STU001276,Master,Medicine,Philippines,Male,2020,Active
STU001277,Master,Law,South Korea,Male,2022,Deferred
STU001278,Bachelor,Medicine,Indonesia,Female,2019,Graduated
STU001279,Diploma,Biology,Philippines,Male,2020,Deferred
STU001280,Foundation,Psychology,Vietnam,Female,2020,Deferred
STU001281,Foundation,Law,Australia,Female,2021,Active
STU001282,Master,Engineering,Canada,Female,2024,Deferred
STU001283,PhD,Law,Indonesia,Male,2022,Deferred
STU001284,PhD,Physics,Australia,Female,2021,Active
STU001285,PhD,Physics,Philippines,Female,2022,Deferred
STU001286,Master,Chemistry,Indonesia,Female,2022,Graduated
STU001287,Diploma,Chemistry,Japan,Male,2020,Deferred
STU001288,Bachelor,Psychology,Singapore,Male,2020,Deferred
STU001289,PhD,Computer Science,Thailand,Male,2021,Graduated
STU001290,Foundation,Economics,China,Female,2024,Deferred
STU001291,PhD,Economics,Canada,Female,2022,Active
STU001292,PhD,Mathematics,United Kingdom,Male,2020,Deferred
STU001293,Foundation,Engineering,Canada,Female,2024,Graduated
STU001294,Foundation,Business Administration,Thailand,Male,2024,Graduated
STU001295,Master,Medicine,Malaysia,Male,2023,Graduated
STU001296,Bachelor,Psychology,United States,Male,2024,Active
STU001297,Foundation,Biology,United States,Male,2023,Deferred
STU001298,Diploma,Mathematics,Canada,Male,2023,Active
STU001299,Bachelor,Medicine,Thailand,Male,2020,Graduated
STU001300,Master,Computer Science,China,Male,2023,Active
STU001301,Master,Biology,United Kingdom,Male,2023,Deferred
STU001302,Master,Biology,China,Female,2021,Active
STU001303,PhD,Engineering,Canada,Male,2021,Graduated
STU001304,Bachelor,Engineering,Malaysia,Female,2020,Graduated
STU001305,PhD,Computer Science,Japan,Male,2022,Deferred
STU001306,Diploma,Mathematics,Philippines,Female,2020,Active
STU001307,Diploma,Mathematics,Malaysia,Female,2019,Deferred
STU001308,Foundation,Mathematics,Australia,Male,2020,Deferred
STU001309,Bachelor,Computer Science,Singapore,Female,2021,Deferred
STU001310,Bachelor,Mathematics,Vietnam,Male,2024,Graduated
STU001311,PhD,Psychology,Indonesia,Female,2022,Graduated
STU001312,Diploma,Arts,Vietnam,Female,2020,Graduated
STU001313,Master,Business Administration,Thailand,Female,2022,Active
STU001314,Bachelor,Law,Philippines,Male,2023,Active
STU001315,Bachelor,Computer Science,Thailand,Female,2020,Graduated
STU001316,PhD,Economics,Japan,Female,2022,Deferred
STU001317,Foundation,Computer Science,Japan,Male,2023,Graduated
STU001318,PhD,Arts,Canada,Female,2024,Deferred
STU001319,Master,Psychology,United States,Male,2022,Graduated
STU001320,Master,Biology,Vietnam,Female,2019,Active
STU001321,Foundation,Psychology,South Korea,Male,2022,Active
STU001322,Foundation,Medicine,Indonesia,Male,2021,Graduated
STU001323,Foundation,Chemistry,India,Male,2023,Deferred
STU001324,Master,Economics,Japan,Female,2023,Deferred
STU001325,Diploma,Economics,Thailand,Male,2021,Active
STU001326,Bachelor,Arts,Philippines,Female,2020,Deferred
STU001327,Master,Mathematics,United Kingdom,Male,2021,Deferred
STU001328,Foundation,Physics,Thailand,Female,2021,Deferred
STU001329,Bachelor,Economics,Philippines,Male,2022,Graduated
STU001330,PhD,Arts,United Kingdom,Male,2020,Active
STU001331,PhD,Arts,Canada,Female,2023,Active
STU001332,Bachelor,Psychology,China,Female,2023,Active
STU001333,Bachelor,Engineering,United Kingdom,Female,2022,Graduated
STU001334,PhD,Law,South Korea,Male,2020,Active
STU001335,Diploma,Law,India,Female,2022,Graduated
STU001336,Foundation,Law,United States,Female,2024,Deferred
STU001337,Bachelor,Physics,Japan,Female,2024,Active
STU001338,Foundation,Economics,Vietnam,Female,2019,Active
STU001339,PhD,Biology,United States,Female,2023,Deferred
STU001340,Diploma,Engineering,China,Male,2019,Active
STU001341,Bachelor,Medicine,Singapore,Female,2024,Graduated
STU001342,PhD,Economics,South Korea,Female,2019,Deferred
STU001343,PhD,Law,Vietnam,Male,2019,Active
STU001344,Foundation,Physics,Singapore,Male,2021,Deferred
STU001345,Master,Biology,United States,Female,2023,Deferred
STU001346,Diploma,Medicine,China,Male,2023,Active
STU001347,Bachelor,Medicine,United Kingdom,Male,2021,Graduated
STU001348,PhD,Chemistry,Thailand,Female,2019,Deferred
STU001349,Foundation,Computer Science,Japan,Male,2021,Deferred
STU001350,Bachelor,Mathematics,Malaysia,Male,2019,Active
STU001351,Diploma,Medicine,South Korea,Female,2022,Graduated
STU001352,Bachelor,Computer Science,Thailand,Female,2023,Deferred
STU001353,Foundation,Law,India,Male,2024,Active
STU001354,Diploma,Medicine,Philippines,Female,2022,Active
STU001355,Master,Physics,United States,Male,2023,Active
STU001356,Master,Economics,United Kingdom,Male,2021,Active
STU001357,Diploma,Physics,Singapore,Male,2022,Active
STU001358,PhD,Chemistry,Singapore,Female,2024,Active
STU001359,Diploma,Psychology,Thailand,Female,2020,Graduated
STU001360,Diploma,Economics,Vietnam,Male,2024,Active
STU001361,Diploma,Mathematics,India,Male,2023,Deferred
STU001362,PhD,Physics,Canada,Female,2022,Active
STU001363,Master,Medicine,South Korea,Female,2021,Graduated
STU001364,PhD,Medicine,United States,Female,2024,Graduated
STU001365,Master,Engineering,Japan,Male,2023,Deferred
STU001366,Diploma,Computer Science,Vietnam,Male,2023,Deferred
STU001367,Foundation,Law,Thailand,Female,2020,Active
STU001368,PhD,Medicine,Canada,Female,2024,Deferred
STU001369,Foundation,Mathematics,Malaysia,Male,2019,Active
STU001370,Foundation,Mathematics,South Korea,Female,2022,Active
STU001371,Bachelor,Medicine,South Korea,Male,2019,Graduated
STU001372,PhD,Engineering,United Kingdom,Male,2023,Graduated
STU001373,Foundation,Engineering,Canada,Female,2021,Deferred
STU001374,Bachelor,Law,Indonesia,Female,2019,Graduated
STU001375,PhD,Physics,South Korea,Male,2024,Deferred
STU001376,Master,Arts,United States,Female,2020,Graduated
STU001377,Diploma,Arts,South Korea,Male,2021,Deferred
STU001378,Master,Psychology,China,Female,2020,Graduated
STU001379,Bachelor,Medicine,China,Female,2021,Deferred
STU001380,Diploma,Computer Science,South Korea,Female,2023,Active
STU001381,Master,Arts,Singapore,Female,2020,Active
STU001382,Master,Arts,Singapore,Female,2021,Graduated
STU001383,Master,Engineering,Indonesia,Female,2019,Deferred
STU001384,Diploma,Computer Science,Indonesia,Male,2020,Active
STU001385,Foundation,Computer Science,Australia,Female,2022,Deferred
STU001386,Foundation,Biology,South Korea,Female,2020,Deferred
STU001387,PhD,Mathematics,South Korea,Male,2023,Deferred
STU001388,Foundation,Arts,Vietnam,Male,2024,Graduated
STU001389,PhD,Business Administration,South Korea,Female,2024,Deferred
STU001390,Master,Chemistry,Indonesia,Male,2022,Deferred
STU001391,Diploma,Medicine,United Kingdom,Female,2021,Deferred
STU001392,Bachelor,Biology,Indonesia,Male,2020,Graduated
STU001393,Bachelor,Medicine,Philippines,Male,2024,Graduated
STU001394,Bachelor,Medicine,Indonesia,Female,2020,Active
STU001395,Bachelor,Economics,Australia,Male,2022,Graduated
STU001396,Bachelor,Medicine,Canada,Female,2020,Deferred
STU001397,Diploma,Arts,South Korea,Female,2020,Active
STU001398,Diploma,Computer Science,Canada,Male,2024,Graduated
STU001399,Foundation,Economics,Japan,Male,2021,Graduated
STU001400,Bachelor,Mathematics,Philippines,Female,2022,Deferred
STU001401,Bachelor,Arts,Singapore,Female,2020,Graduated
STU001402,Foundation,Engineering,Indonesia,Male,2019,Deferred
STU001403,PhD,Business Administration,Indonesia,Male,2023,Active
STU001404,Diploma,Physics,India,Female,2019,Active
STU001405,Diploma,Medicine,United Kingdom,Male,2019,Deferred
STU001406,Foundation,Biology,Philippines,Male,2021,Deferred
STU001407,Diploma,Law,United Kingdom,Female,2019,Graduated
STU001408,PhD,Business Administration,Malaysia,Male,2020,Graduated
STU001409,Foundation,Biology,United States,Male,2023,Graduated
STU001410,Master,Arts,Malaysia,Male,2019,Graduated
STU001411,Master,Business Administration,China,Male,2022,Active
STU001412,Bachelor,Medicine,Canada,Male,2022,Active
STU001413,Bachelor,Business Administration,United States,Male,2021,Active
STU001414,Diploma,Arts,India,Female,2020,Active
STU001415,Master,Computer Science,United States,Male,2023,Deferred
STU001416,Bachelor,Law,Vietnam,Male,2021,Deferred
STU001417,Diploma,Business Administration,Indonesia,Female,2023,Deferred
STU001418,Master,Medicine,Philippines,Male,2024,Active
STU001419,Foundation,Arts,China,Male,2022,Graduated
STU001420,Master,Computer Science,South Korea,Female,2021,Deferred
STU001421,Diploma,Arts,Singapore,Female,2023,Active
STU001422,Master,Engineering,Thailand,Female,2020,Deferred
STU001423,Bachelor,Biology,Singapore,Male,2021,Deferred
STU001424,Diploma,Economics,Australia,Female,2023,Active
STU001425,Master,Mathematics,Japan,Female,2020,Deferred
STU001426,PhD,Physics,Vietnam,Male,2022,Graduated
STU001427,Master,Medicine,Vietnam,Female,2019,Graduated
